physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school,total_trx_2024,total_trx_2023,yoy_growth_pct,brand_trx,brand_share_pct,volume_decile,growth_decile,brand_decile,composite_score,tier,opportunity_score,priority_bucket,rank_in_terr
PH-0432,7758030468,Shane,Smith,Family Practice,T-015,West Christopher,OK,32,Mooney and Sons Medical School,231.0,265.0,-12.830188679245284,66.0,28.57142857142857,10,3,6,6.7,Silver,4.5,C (Retain - Monthly),20.0
PH-0433,6133254110,Timothy,Morton,Hematology,T-023,Marybury,CT,26,Allen-Peterson Medical School,2.0,0.0,0.0,0.0,0.0,2,5,1,2.6,Bronze,3.0,D (Monitor - Quarterly),67.0
PH-0434,583199717,Beth,Miller,Internal Medicine,T-034,North Nicholasland,WY,29,Brown Group Medical School,39.0,13.0,200.0,3.0,7.6923076923076925,7,10,3,6.700000000000001,Silver,6.5,A (Protect - Weekly),17.0
PH-0435,496110804,Melissa,Morales,Hospitalist,T-035,Halltown,NH,13,Marshall-Patterson Medical School,53.0,57.0,-7.017543859649122,15.0,28.30188679245283,8,4,6,6.2,Silver,5.0,C (Retain - Monthly),26.0
PH-0436,9915078593,Daniel,Smith,Geriatrics,T-015,New Kristineborough,MH,29,"Martinez, Hicks and Kelly Medical School",65.0,44.0,47.72727272727273,15.0,23.07692307692308,8,9,4,7.1000000000000005,Gold,6.5,A (Protect - Weekly),17.0
PH-0437,7972320024,Breanna,Palmer,Gastroenterology,T-032,Larryside,WI,2,Hernandez LLC Medical School,31.0,29.0,6.896551724137931,8.0,25.806451612903224,6,7,5,6.0,Silver,6.0,B (Grow - Bi-weekly),30.0
PH-0438,9545089203,William,Conley,Hematology,T-020,South Mauriceborough,SC,22,Glover LLC Medical School,6.0,2.0,200.0,4.0,66.66666666666666,3,10,10,7.2,Gold,10.0,B (Grow - Bi-weekly),10.0
PH-0439,3779599594,Robert,Martin,Internal Medicine,T-003,Walterton,NM,17,Mora Ltd Medical School,110.0,82.0,34.14634146341464,24.0,21.818181818181817,9,9,4,7.5,Gold,6.5,A (Protect - Weekly),11.0
PH-0440,3379337563,Richard,Mckenzie,Hospitalist,T-028,West Alejandrostad,AK,29,"Wilson, Roberts and Lee Medical School",48.0,45.0,6.666666666666667,13.0,27.08333333333333,7,7,5,6.4,Silver,6.0,A (Protect - Weekly),22.0
PH-0441,9500334234,Jennifer,Morgan,Hospitalist,T-016,East James,HI,37,Lozano-Smith Medical School,3.0,0.0,0.0,0.0,0.0,2,5,1,2.6,Bronze,3.0,D (Monitor - Quarterly),29.0
PH-0442,2615347355,Donna,Pugh,Neurology,T-006,Johnsland,DE,19,Andrade and Sons Medical School,10.0,20.0,-50.0,2.0,20.0,4,1,4,3.1,Bronze,2.5,D (Monitor - Quarterly),47.0
PH-0443,3386559630,Kathryn,Matthews,Internal Medicine,T-003,Kristinemouth,IA,1,Soto LLC Medical School,7.0,3.0,133.33333333333331,0.0,0.0,3,10,1,4.5,Bronze,5.5,D (Monitor - Quarterly),35.0
PH-0444,2897317912,William,Potter,Family Practice,T-038,Victormouth,HI,15,Marquez-Fox Medical School,12.0,13.0,-7.6923076923076925,6.0,50.0,4,4,9,5.5,Bronze,6.5,B (Grow - Bi-weekly),26.0
PH-0445,7774969033,Patricia,Hayes,Rheumatology,T-035,South Jeffery,NE,25,Duncan-Walls Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),56.0
PH-0446,5481214785,Jerry,Williams,Gastroenterology,T-018,Ronaldmouth,NE,15,Richardson-Jimenez Medical School,15.0,12.0,25.0,7.0,46.66666666666666,5,8,9,7.1,Gold,8.5,B (Grow - Bi-weekly),13.0
PH-0447,4602734151,Kelly,Shaw,Family Practice,T-027,Port Joshuabury,CT,8,Jones Inc Medical School,28.0,28.0,0.0,12.0,42.85714285714285,6,5,8,6.300000000000001,Silver,6.5,B (Grow - Bi-weekly),16.0
PH-0448,8353544439,Whitney,Murillo,Internal Medicine,T-025,Alanport,LA,17,Logan-Powell Medical School,39.0,34.0,14.705882352941178,9.0,23.07692307692308,7,7,4,6.1000000000000005,Silver,5.5,C (Retain - Monthly),20.0
PH-0449,6907826333,Thomas,Black,Cardiology,T-008,Sharpmouth,MA,15,Edwards and Sons Medical School,56.0,67.0,-16.417910447761194,25.0,44.642857142857146,8,3,9,6.799999999999999,Silver,6.0,A (Protect - Weekly),22.0
PH-0450,6637780529,Morgan,Torres,Family Practice,T-007,South Lisastad,MA,3,Barnes Ltd Medical School,116.0,104.0,11.538461538461538,36.0,31.03448275862069,9,7,6,7.5,Gold,6.5,A (Protect - Weekly),6.0
PH-0451,6845909022,Tiffany,Gamble,Oncology,T-024,Bairdborough,MO,3,Ferguson and Sons Medical School,4.0,3.0,33.33333333333333,0.0,0.0,2,8,1,3.5,Bronze,4.5,D (Monitor - Quarterly),47.0
PH-0452,7159741218,Gregory,Serrano,Internal Medicine,T-015,Johnsonborough,CA,25,Campbell-Hall Medical School,2.0,3.0,-33.33333333333333,0.0,0.0,2,2,1,1.7,Bronze,1.5,D (Monitor - Quarterly),54.0
PH-0453,8170580256,Peter,Mayo,Cardiology,T-007,New Robert,WA,17,Price and Sons Medical School,163.0,153.0,6.535947712418301,76.0,46.62576687116564,9,7,9,8.4,Platinum,8.0,A (Protect - Weekly),3.0
PH-0454,2346729949,James,Moran,Neurology,T-020,Hilltown,FL,36,Brown-Ross Medical School,3.0,4.0,-25.0,0.0,0.0,2,2,1,1.7,Bronze,1.5,D (Monitor - Quarterly),55.0
PH-0455,3859777901,Keith,Ibarra,Nephrology,T-022,Reedport,MO,2,"Colon, Horn and Perry Medical School",569.0,607.0,-6.260296540362438,159.0,27.943760984182774,10,4,5,6.7,Silver,4.5,C (Retain - Monthly),17.0
PH-0456,2967629160,John,Harrell,Oncology,T-011,Nicoleside,LA,13,"Hendricks, Wolfe and Bowen Medical School",101.0,71.0,42.25352112676056,41.0,40.5940594059406,9,9,8,8.7,Platinum,8.5,A (Protect - Weekly),3.0
PH-0457,3768151185,Robert,Martin,Internal Medicine,T-021,New Bradley,AK,18,Fowler Ltd Medical School,25.0,17.0,47.05882352941176,8.0,32.0,6,9,6,6.9,Silver,7.5,B (Grow - Bi-weekly),17.0
PH-0458,7656360041,Jenna,Taylor,Pulmonology,T-018,Washingtonland,CO,31,"Sandoval, Reeves and Kim Medical School",737.0,749.0,-1.602136181575434,164.0,22.25237449118046,10,5,4,6.7,Silver,4.5,C (Retain - Monthly),15.0
PH-0459,7422091241,Amanda,Myers,Gastroenterology,T-011,Lake Kathrynview,FL,25,Howard-Robinson Medical School,2.0,0.0,0.0,0.0,0.0,2,5,1,2.6,Bronze,3.0,D (Monitor - Quarterly),42.0
PH-0460,837081647,Brian,Smith,Geriatrics,T-038,Wangbury,MN,8,Gonzalez Inc Medical School,3.0,12.0,-75.0,0.0,0.0,2,1,1,1.4,Bronze,1.0,D (Monitor - Quarterly),56.0
PH-0461,6005313122,Bradley,Hunt,Gastroenterology,T-024,Marcusborough,RI,17,Villa Group Medical School,24.0,37.0,-35.13513513513514,8.0,33.33333333333333,6,2,7,5.1000000000000005,Bronze,4.5,D (Monitor - Quarterly),34.0
PH-0462,6133155206,Destiny,Smith,Cardiology,T-032,South Jeffrey,TN,15,Santos-Wood Medical School,15.0,20.0,-25.0,8.0,53.333333333333336,5,2,10,5.6,Bronze,6.0,B (Grow - Bi-weekly),33.0
PH-0463,1364971892,Johnathan,Davis,Family Practice,T-022,Tinafurt,TX,28,"Anderson, Thompson and Gill Medical School",281.0,268.0,4.850746268656716,92.0,32.74021352313167,10,7,7,8.2,Platinum,7.0,A (Protect - Weekly),1.0
PH-0464,5715099768,Danielle,Hall,Gastroenterology,T-010,East Andrewville,ME,40,Rojas and Sons Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),52.0
PH-0465,9102574326,James,Johnson,Cardiology,T-033,Stevensonmouth,DC,2,Stewart-Buchanan Medical School,24.0,43.0,-44.18604651162791,10.0,41.66666666666667,6,1,8,5.1,Bronze,4.5,D (Monitor - Quarterly),32.0
PH-0466,864035533,Amber,Knox,Endocrinology,T-013,Port Grace,VA,30,Franklin Group Medical School,19.0,25.0,-24.0,5.0,26.31578947368421,5,3,5,4.4,Bronze,4.0,D (Monitor - Quarterly),45.0
PH-0467,8527017130,Cynthia,Thomas,Cardiology,T-026,East Christopher,OR,22,"Guerra, Frederick and Young Medical School",64.0,54.0,18.51851851851852,27.0,42.1875,8,8,8,8.0,Platinum,8.0,A (Protect - Weekly),10.0
PH-0468,1674233629,John,Mitchell,Family Practice,T-038,Faulknerborough,KY,39,Miller-Kaufman Medical School,10.0,10.0,0.0,3.0,30.0,4,5,6,4.9,Bronze,5.5,D (Monitor - Quarterly),29.0
PH-0469,6627768962,Lori,Leon,Internal Medicine,T-015,Port Patrickland,WV,34,Larson-Hernandez Medical School,18.0,8.0,125.0,9.0,50.0,5,10,9,7.699999999999999,Gold,9.5,B (Grow - Bi-weekly),6.0
PH-0470,2467474689,Timothy,Cook,Cardiology,T-040,Gonzalezborough,AL,11,Hensley Ltd Medical School,149.0,136.0,9.558823529411764,79.0,53.02013422818792,9,7,10,8.7,Platinum,8.5,A (Protect - Weekly),1.0
PH-0471,5766656749,Charles,Dyer,Internal Medicine,T-006,South Sarahburgh,ID,9,Krueger-Wise Medical School,6.0,7.0,-14.285714285714285,2.0,33.33333333333333,3,3,7,4.2,Bronze,5.0,D (Monitor - Quarterly),41.0
PH-0472,5875066337,Austin,Li,Hospitalist,T-039,Lake Elizabethberg,KS,31,"Gibson, Becker and King Medical School",78.0,93.0,-16.129032258064516,12.0,15.384615384615383,8,3,3,5.0,Bronze,3.0,C (Retain - Monthly),27.0
PH-0473,9920116691,April,Lopez,Endocrinology,T-012,Martinchester,KS,8,"Turner, Ponce and Barrett Medical School",22.0,27.0,-18.51851851851852,7.0,31.818181818181817,6,3,6,5.1,Bronze,4.5,D (Monitor - Quarterly),31.0
PH-0474,6946119524,Kaitlyn,Conrad,Hospitalist,T-028,Haletown,GA,20,Smith-Jones Medical School,65.0,54.0,20.37037037037037,12.0,18.461538461538463,8,8,4,6.8,Silver,6.0,A (Protect - Weekly),17.0
PH-0475,6864622522,James,White,Family Practice,T-007,South Ashleyborough,HI,11,Brown and Sons Medical School,48.0,80.0,-40.0,16.0,33.33333333333333,7,2,7,5.5,Bronze,4.5,C (Retain - Monthly),31.0
PH-0476,3467912141,Nicholas,Hill,Emergency Medicine,T-004,Anthonybury,NJ,6,Chambers-Garcia Medical School,8.0,2.0,300.0,0.0,0.0,3,10,1,4.5,Bronze,5.5,D (Monitor - Quarterly),40.0
PH-0477,409013806,Carrie,Hatfield,Oncology,T-026,Sarahfort,WV,3,Munoz-Rogers Medical School,26.0,24.0,8.333333333333332,12.0,46.15384615384615,6,7,9,7.199999999999999,Gold,8.0,B (Grow - Bi-weekly),20.0
PH-0478,5535669055,Linda,Smith,Cardiology,T-014,Hardyberg,AK,11,"Martinez, Schmidt and Tapia Medical School",176.0,189.0,-6.878306878306878,82.0,46.590909090909086,10,4,9,7.9,Platinum,6.5,A (Protect - Weekly),5.0
PH-0479,3579786305,Allen,Ward,Gastroenterology,T-012,Port Jillmouth,IN,23,"Washington, Stevenson and Bauer Medical School",7.0,18.0,-61.11111111111112,1.0,14.285714285714285,3,1,3,2.4000000000000004,Bronze,2.0,D (Monitor - Quarterly),40.0
PH-0480,5671649328,Nancy,Glover,Pulmonology,T-025,East Tylerland,ME,19,"Davies, Archer and Owens Medical School",414.0,466.0,-11.158798283261802,108.0,26.08695652173913,10,4,5,6.7,Silver,4.5,C (Retain - Monthly),14.0
PH-0481,7178333211,Ryan,Baldwin,General Practice,T-036,West Raven,WI,8,Robinson-Scott Medical School,18.0,15.0,20.0,10.0,55.55555555555556,5,8,10,7.4,Gold,9.0,B (Grow - Bi-weekly),8.0
PH-0482,7128715399,Calvin,Cooper,Geriatrics,T-032,Valdezside,PR,18,Stokes-Walker Medical School,4.0,0.0,0.0,1.0,25.0,2,5,5,3.8,Bronze,5.0,D (Monitor - Quarterly),52.0
PH-0483,1411159319,Michael,Castaneda,Cardiology,T-019,Raytown,ME,22,Lawrence and Sons Medical School,16.0,21.0,-23.809523809523807,8.0,50.0,5,3,9,5.6,Bronze,6.0,B (Grow - Bi-weekly),36.0
PH-0484,6655289931,Randall,Medina,Family Practice,T-003,Stewartport,MP,28,Porter Group Medical School,418.0,383.0,9.138381201044384,152.0,36.36363636363637,10,7,7,8.2,Platinum,7.0,A (Protect - Weekly),4.0
PH-0485,2942095481,Joshua,Abbott,Internal Medicine,T-035,Welchborough,NM,29,Padilla-Bennett Medical School,6.0,14.0,-57.14285714285714,3.0,50.0,3,1,9,4.2,Bronze,5.0,D (Monitor - Quarterly),45.0
PH-0486,5233027642,Vickie,Kelley,Family Practice,T-015,Robertofort,MI,33,Myers-Rose Medical School,134.0,157.0,-14.64968152866242,62.0,46.26865671641791,9,3,9,7.199999999999999,Gold,6.0,A (Protect - Weekly),15.0
PH-0487,4438612590,Melissa,Mckinney,Geriatrics,T-030,Penashire,DC,21,Dominguez-Carter Medical School,127.0,139.0,-8.633093525179856,17.0,13.385826771653544,9,4,3,5.699999999999999,Bronze,3.5,C (Retain - Monthly),28.0
PH-0488,2333059126,Stephanie,Simmons,Gastroenterology,T-024,North Cody,NJ,20,Landry Inc Medical School,8.0,16.0,-50.0,4.0,50.0,3,1,9,4.2,Bronze,5.0,D (Monitor - Quarterly),42.0
PH-0489,8596263013,Randy,Turner,Neurology,T-028,Lake Julie,WI,20,"Esparza, Lambert and Davis Medical School",1.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),51.0
PH-0490,7647501111,Tracy,Barnett,Endocrinology,T-032,North Brenda,OK,36,Hill-Mcgee Medical School,35.0,61.0,-42.62295081967213,8.0,22.857142857142858,7,1,4,4.3,Bronze,2.5,C (Retain - Monthly),48.0
PH-0491,9267649215,Bryan,Stout,Cardiology,T-034,South Lisa,AK,36,Hawkins-Herrera Medical School,16.0,11.0,45.45454545454545,4.0,25.0,5,9,5,6.199999999999999,Silver,7.0,B (Grow - Bi-weekly),28.0
PH-0492,8718981312,Michelle,Neal,Geriatrics,T-034,New Sethmouth,DE,36,Anderson and Sons Medical School,66.0,70.0,-5.714285714285714,12.0,18.181818181818183,8,4,4,5.6000000000000005,Bronze,4.0,C (Retain - Monthly),36.0
PH-0493,2184011845,Tammy,Jackson,Family Practice,T-012,East Kevinhaven,MH,3,Hopkins-Wallace Medical School,19.0,23.0,-17.391304347826086,12.0,63.1578947368421,5,3,10,5.9,Silver,6.5,B (Grow - Bi-weekly),21.0
PH-0494,9758598831,Elaine,Williams,Neurology,T-040,East Donaldborough,DC,21,"Arnold, Vargas and Ramirez Medical School",16.0,23.0,-30.434782608695656,8.0,50.0,5,2,9,5.3,Bronze,5.5,D (Monitor - Quarterly),32.0
PH-0495,9618446267,Christopher,King,Rheumatology,T-035,Bentleyberg,ND,26,Jones Ltd Medical School,69.0,71.0,-2.8169014084507045,15.0,21.73913043478261,8,4,4,5.6000000000000005,Bronze,4.0,C (Retain - Monthly),30.0
PH-0496,4359892625,Victoria,Hamilton,Gastroenterology,T-030,New Johnview,DE,23,"Rodriguez, Kelley and Jones Medical School",8.0,14.0,-42.85714285714285,0.0,0.0,3,1,1,1.8000000000000005,Bronze,1.0,D (Monitor - Quarterly),51.0
PH-0497,1554234016,Tiffany,Walker,Neurology,T-014,Port Saraburgh,NC,14,"Hutchinson, Chapman and Roman Medical School",22.0,8.0,175.0,6.0,27.27272727272727,6,10,5,6.9,Silver,7.5,B (Grow - Bi-weekly),17.0
PH-0498,1859484910,George,Potts,Endocrinology,T-037,Whiteside,OH,5,"Macias, Powell and Vargas Medical School",12.0,6.0,100.0,1.0,8.333333333333332,4,10,3,5.5,Bronze,6.5,B (Grow - Bi-weekly),33.0
PH-0499,4082226940,Samantha,Fowler,Cardiology,T-014,Jasminebury,TX,39,"Barnes, Ellis and Gonzales Medical School",33.0,8.0,312.5,10.0,30.303030303030305,7,10,6,7.6,Gold,8.0,A (Protect - Weekly),9.0
PH-0500,5784468341,Stacey,Russell,Family Practice,T-002,Meganland,CA,39,"Allen, Davis and Johnston Medical School",28.0,24.0,16.666666666666664,7.0,25.0,6,8,5,6.300000000000001,Silver,6.5,B (Grow - Bi-weekly),25.0
PH-0501,1487068277,Zachary,Cuevas,Internal Medicine,T-025,South Alexanderborough,PW,28,"Smith, Coleman and Ferguson Medical School",89.0,110.0,-19.090909090909093,43.0,48.31460674157304,9,3,9,7.199999999999999,Gold,6.0,A (Protect - Weekly),13.0
PH-0502,5389097283,Gregory,Richardson,Internal Medicine,T-037,New Michael,AR,5,Simpson-Jackson Medical School,12.0,14.0,-14.285714285714285,1.0,8.333333333333332,4,3,3,3.4,Bronze,3.0,D (Monitor - Quarterly),43.0
PH-0503,1538144744,Jason,Rojas,Family Practice,T-040,Robinsonport,SD,12,"Petersen, Johnson and Ford Medical School",23.0,35.0,-34.285714285714285,4.0,17.391304347826086,6,2,3,3.9,Bronze,2.5,D (Monitor - Quarterly),43.0
PH-0504,9705097545,Daniel,Bailey,Internal Medicine,T-023,South Michael,CT,31,Vasquez-Miller Medical School,52.0,49.0,6.122448979591836,5.0,9.615384615384617,8,7,3,6.200000000000001,Silver,5.0,C (Retain - Monthly),29.0
PH-0505,8261702437,Randall,Evans,Internal Medicine,T-003,Mcclainside,AS,14,Rodriguez-Gonzales Medical School,13.0,6.0,116.66666666666669,7.0,53.84615384615385,4,10,10,7.6,Gold,10.0,B (Grow - Bi-weekly),9.0
PH-0506,7225605313,Justin,Anderson,Family Practice,T-029,Mannington,GA,10,"Gonzalez, Mendoza and Ortega Medical School",8.0,10.0,-20.0,4.0,50.0,3,3,9,4.8,Bronze,6.0,B (Grow - Bi-weekly),40.0
PH-0507,4167872568,Jessica,Harmon,Pulmonology,T-001,Andersonville,WY,5,Martinez LLC Medical School,234.0,248.0,-5.64516129032258,80.0,34.18803418803419,10,4,7,7.300000000000001,Gold,5.5,C (Retain - Monthly),12.0
PH-0508,8030569067,Keith,Tucker,Internal Medicine,T-012,Wrightberg,VA,1,"Lopez, Campbell and Wilson Medical School",58.0,60.0,-3.333333333333333,25.0,43.103448275862064,8,4,8,6.800000000000001,Silver,6.0,A (Protect - Weekly),16.0
PH-0509,4363718923,Victoria,Garza,Internal Medicine,T-020,East David,MO,28,Hill and Sons Medical School,28.0,34.0,-17.647058823529413,9.0,32.142857142857146,6,3,6,5.1,Bronze,4.5,D (Monitor - Quarterly),34.0
PH-0510,2609310668,Kirk,Schultz,Cardiology,T-037,East Matthew,NJ,37,Hicks Ltd Medical School,60.0,43.0,39.53488372093023,24.0,40.0,8,9,8,8.3,Platinum,8.5,A (Protect - Weekly),3.0
PH-0511,414545635,Patty,White,Endocrinology,T-028,North Donnamouth,IL,15,Kennedy-Kerr Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),52.0
PH-0512,1624755411,Elizabeth,Vega,Nephrology,T-020,West Michael,AS,14,Paul-Chapman Medical School,39.0,28.0,39.285714285714285,4.0,10.256410256410255,7,9,3,6.4,Silver,6.0,A (Protect - Weekly),22.0
PH-0513,9534396112,Crystal,Guzman,Cardiology,T-037,New Tanyaborough,ID,20,"Griffin, Garcia and Mcmahon Medical School",44.0,19.0,131.57894736842107,30.0,68.18181818181817,7,10,10,8.8,Platinum,10.0,A (Protect - Weekly),1.0
PH-0514,9547382023,Robert,Dawson,Cardiology,T-001,Patriciamouth,SC,35,"Wilson, Graham and Webb Medical School",35.0,35.0,0.0,19.0,54.285714285714285,7,5,10,7.300000000000001,Gold,7.5,A (Protect - Weekly),13.0
PH-0515,8802942409,Bruce,Compton,Family Practice,T-005,Lake Lisa,NM,33,"Patel, Palmer and Jones Medical School",5.0,21.0,-76.19047619047619,3.0,60.0,2,1,10,4.1,Bronze,5.5,D (Monitor - Quarterly),45.0
PH-0516,7868669432,Adam,Armstrong,Endocrinology,T-014,Port Williamhaven,VT,12,"Warren, Turner and Robinson Medical School",0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),36.0
PH-0517,4812308340,Danielle,Mcmahon,Internal Medicine,T-024,Saraview,VI,34,Day and Sons Medical School,9.0,5.0,80.0,4.0,44.44444444444444,3,10,9,6.9,Silver,9.5,B (Grow - Bi-weekly),11.0
PH-0518,3810595518,Joseph,Anderson,Family Practice,T-029,Markton,SC,39,Holloway and Sons Medical School,383.0,389.0,-1.5424164524421593,139.0,36.29242819843342,10,5,7,7.6,Gold,6.0,A (Protect - Weekly),11.0
PH-0519,4240891649,Andrea,Montoya,Family Practice,T-023,West Joseph,OR,38,"Morton, Mullins and Moore Medical School",14.0,20.0,-30.0,8.0,57.14285714285714,4,2,10,5.2,Bronze,6.0,B (Grow - Bi-weekly),41.0
PH-0520,3652717272,Lisa,Thompson,Internal Medicine,T-016,Hardingburgh,SD,8,Smith-Martin Medical School,29.0,18.0,61.11111111111112,5.0,17.24137931034483,6,9,3,6.0,Silver,6.0,B (Grow - Bi-weekly),15.0
PH-0521,2693121637,Regina,Waller,Hospitalist,T-001,Lake Alisontown,PA,8,Gray Inc Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),54.0
PH-0522,1002314290,Laura,Smith,Internal Medicine,T-038,New Jillmouth,PR,5,"Miller, Taylor and Malone Medical School",0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),52.0
PH-0523,7245723084,Courtney,Martinez,Hospitalist,T-034,North Amyville,NY,1,Thomas-Barr Medical School,42.0,60.0,-30.0,14.0,33.33333333333333,7,2,7,5.5,Bronze,4.5,C (Retain - Monthly),37.0
PH-0524,366254361,Travis,Ewing,Oncology,T-026,North Stephanie,LA,10,Jones-Cook Medical School,31.0,19.0,63.1578947368421,1.0,3.225806451612903,6,9,3,6.0,Silver,6.0,B (Grow - Bi-weekly),35.0
PH-0525,5109226859,Howard,Coleman,Cardiology,T-018,Colleenport,MI,17,Nelson Group Medical School,30.0,28.0,7.142857142857142,18.0,60.0,6,7,10,7.5,Gold,8.5,B (Grow - Bi-weekly),6.0
PH-0526,5410225267,Jennifer,Floyd,Oncology,T-040,Briggsville,OK,12,Moyer-Ramirez Medical School,5.0,6.0,-16.666666666666664,4.0,80.0,2,3,10,4.7,Bronze,6.5,B (Grow - Bi-weekly),36.0
PH-0527,1522655767,Heather,Gutierrez,Cardiology,T-025,Devonbury,MS,4,Dunn-Ryan Medical School,87.0,75.0,16.0,48.0,55.172413793103445,9,8,10,9.0,Platinum,9.0,A (Protect - Weekly),1.0
PH-0528,7883619689,Kimberly,Shepherd,Pulmonology,T-019,Lake Christopher,MN,31,Harris Inc Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),59.0
PH-0529,5872105524,Steven,Conley,Pulmonology,T-005,Sanchezbury,AR,26,"Taylor, Hayden and Padilla Medical School",1.0,5.0,-80.0,0.0,0.0,1,1,1,1.0,Bronze,1.0,D (Monitor - Quarterly),56.0
PH-0530,6065019179,Monica,Johnson,Family Practice,T-002,Donaldbury,CA,6,Carroll Group Medical School,16.0,30.0,-46.66666666666666,14.0,87.5,5,1,10,5.3,Bronze,5.5,D (Monitor - Quarterly),37.0
PH-0531,2272847657,Kimberly,Dominguez,Internal Medicine,T-033,Danielton,FM,25,"Johnson, Potter and Gordon Medical School",11.0,8.0,37.5,6.0,54.54545454545454,4,9,10,7.3,Gold,9.5,B (Grow - Bi-weekly),5.0
PH-0532,667849843,Rodney,Moore,Geriatrics,T-009,New Nicholasberg,WA,13,Morales Inc Medical School,13.0,0.0,0.0,3.0,23.07692307692308,4,5,4,4.3,Bronze,4.5,D (Monitor - Quarterly),39.0
PH-0533,3628917756,Margaret,Martin,Internal Medicine,T-011,Deborahborough,KY,4,Garcia LLC Medical School,41.0,43.0,-4.651162790697675,9.0,21.951219512195124,7,4,4,5.2,Bronze,4.0,C (Retain - Monthly),31.0
PH-0534,9503428113,Carla,Avila,Pulmonology,T-038,Jacobborough,SC,4,Allen Inc Medical School,42.0,29.0,44.82758620689656,8.0,19.047619047619047,7,9,4,6.7,Silver,6.5,A (Protect - Weekly),14.0
PH-0535,9909700514,Alan,Kelly,Pulmonology,T-006,Susanhaven,ID,34,Walton-Swanson Medical School,88.0,78.0,12.82051282051282,18.0,20.454545454545457,9,7,4,6.9,Silver,5.5,C (Retain - Monthly),15.0
PH-0536,2156818209,Laura,Woods,Hematology,T-023,West Evanmouth,CO,19,"Davis, Higgins and Wilkerson Medical School",5.0,24.0,-79.16666666666666,0.0,0.0,2,1,1,1.4,Bronze,1.0,D (Monitor - Quarterly),73.0
PH-0537,2288985725,Kelly,Hanson,Geriatrics,T-001,Williamsfurt,IA,24,Shea PLC Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),55.0
PH-0538,1297102481,Victor,Gibson,Internal Medicine,T-007,West Evan,KY,25,"Cox, Davis and White Medical School",8.0,9.0,-11.11111111111111,1.0,12.5,3,4,3,3.3000000000000003,Bronze,3.5,D (Monitor - Quarterly),45.0
PH-0539,7474721970,Michael,Mitchell,Family Practice,T-001,Vincentberg,NV,12,Hunt-Weber Medical School,832.0,912.0,-8.771929824561402,300.0,36.05769230769231,10,4,7,7.300000000000001,Gold,5.5,C (Retain - Monthly),14.0
PH-0540,5516874090,Joyce,Sanchez,Neurology,T-015,East Melissaport,MS,21,Hudson Inc Medical School,20.0,27.0,-25.925925925925924,2.0,10.0,5,2,3,3.5,Bronze,2.5,D (Monitor - Quarterly),46.0
PH-0541,3671577871,Christopher,Dennis,Family Practice,T-029,Tateborough,MO,25,Brown-Peterson Medical School,63.0,38.0,65.78947368421053,19.0,30.15873015873016,8,9,6,7.7,Gold,7.5,A (Protect - Weekly),9.0
PH-0542,9737147082,Stacy,Thomas,Nephrology,T-032,West Ashley,PA,35,Brown-Stokes Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),59.0
PH-0543,6730306442,Christopher,Jones,Internal Medicine,T-026,Millermouth,VI,11,Warren-Caldwell Medical School,38.0,23.0,65.21739130434783,21.0,55.26315789473685,7,9,10,8.5,Platinum,9.5,A (Protect - Weekly),3.0
PH-0544,4201654235,Sheri,Olson,Neurology,T-014,Lake Samuel,PW,10,"Hudson, Morrow and Hoffman Medical School",0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),37.0
PH-0545,9319925502,Peggy,Peck,Rheumatology,T-009,Linville,WY,3,"Russell, Meyer and Smith Medical School",32.0,20.0,60.0,10.0,31.25,7,9,6,7.3,Gold,7.5,A (Protect - Weekly),9.0
PH-0546,7279103368,Kim,Burke,Endocrinology,T-008,West Jason,ID,2,"Ray, Smith and Cervantes Medical School",217.0,183.0,18.5792349726776,64.0,29.493087557603687,10,8,6,8.2,Platinum,7.0,A (Protect - Weekly),2.0
PH-0547,448177665,Michael,Daniels,Family Practice,T-029,Danielburgh,NH,26,Brooks-Tran Medical School,589.0,584.0,0.8561643835616438,211.0,35.82342954159593,10,6,7,7.9,Platinum,6.5,A (Protect - Weekly),5.0
